table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab14,filers,2015,15in14ar.xls,BS,11,3,"$1 under $5,000",socsectot,32721934,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,12,4,"$5,000 under $10,000",socsectot,36055882,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,13,5,"$10,000 under $15,000",socsectot,43794038,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,14,6,"$15,000 under $20,000",socsectot,37323814,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,15,7,"$20,000 under $25,000",socsectot,32034479,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,16,8,"$25,000 under $30,000",socsectot,27085903,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,17,9,"$30,000 under $40,000",socsectot,45862459,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,18,10,"$40,000 under $50,000",socsectot,37692182,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,19,11,"$50,000 under $75,000",socsectot,86766286,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,20,12,"$75,000 under $100,000",socsectot,69506791,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,21,13,"$100,000 under $200,000",socsectot,101513861,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,22,14,"$200,000 under $500,000",socsectot,29790900,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,23,15,"$500,000 under $1,000,000",socsectot,4837200,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,24,16,"$1,000,000 under $1,500,000",socsectot,1169114,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,25,17,"$1,500,000 under $2,000,000",socsectot,494040,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,26,18,"$2,000,000 under $5,000,000",socsectot,729459,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,27,19,"$5,000,000 under $10,000,000",socsectot,194448,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BS,28,20,"$10,000,000 or more",socsectot,127035,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,9,1,"All returns, total",taxbc,1516165675,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,EI,29,1,"Taxable returns, total",taxbc,1499761826,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,10,2,No adjusted gross income,taxbc,276447,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,11,3,"$1 under $5,000",taxbc,63583,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,12,4,"$5,000 under $10,000",taxbc,412244,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,13,5,"$10,000 under $15,000",taxbc,1802382,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,14,6,"$15,000 under $20,000",taxbc,4400309,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,15,7,"$20,000 under $25,000",taxbc,7889130,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,16,8,"$25,000 under $30,000",taxbc,11452784,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,17,9,"$30,000 under $40,000",taxbc,31571224,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,18,10,"$40,000 under $50,000",taxbc,38429463,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,19,11,"$50,000 under $75,000",taxbc,112834149,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,20,12,"$75,000 under $100,000",taxbc,116165597,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,21,13,"$100,000 under $200,000",taxbc,330069452,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,22,14,"$200,000 under $500,000",taxbc,302060350,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,23,15,"$500,000 under $1,000,000",taxbc,155670713,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,24,16,"$1,000,000 under $1,500,000",taxbc,67038640,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,25,17,"$1,500,000 under $2,000,000",taxbc,40191435,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,26,18,"$2,000,000 under $5,000,000",taxbc,102164371,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,27,19,"$5,000,000 under $10,000,000",taxbc,56313454,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,EI,28,20,"$10,000,000 or more",taxbc,137359950,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,9,1,"All returns, total",taxint,95881223,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,I,29,1,"Taxable returns, total",taxint,85592676,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,10,2,No adjusted gross income,taxint,4706956,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,11,3,"$1 under $5,000",taxint,606099,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,12,4,"$5,000 under $10,000",taxint,666442,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,13,5,"$10,000 under $15,000",taxint,1053897,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,14,6,"$15,000 under $20,000",taxint,1041566,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,15,7,"$20,000 under $25,000",taxint,1068287,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,16,8,"$25,000 under $30,000",taxint,1061273,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,17,9,"$30,000 under $40,000",taxint,2080661,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,18,10,"$40,000 under $50,000",taxint,1991377,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,19,11,"$50,000 under $75,000",taxint,5759010,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,20,12,"$75,000 under $100,000",taxint,5351418,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,21,13,"$100,000 under $200,000",taxint,13932224,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,22,14,"$200,000 under $500,000",taxint,12956349,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,23,15,"$500,000 under $1,000,000",taxint,7248337,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,24,16,"$1,000,000 under $1,500,000",taxint,3733575,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,25,17,"$1,500,000 under $2,000,000",taxint,2486638,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,26,18,"$2,000,000 under $5,000,000",taxint,7437965,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,27,19,"$5,000,000 under $10,000,000",taxint,4565985,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,I,28,20,"$10,000,000 or more",taxint,18133165,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,9,1,"All returns, total",unempcomp,27225383,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,BQ,29,1,"Taxable returns, total",unempcomp,19502804,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,10,2,No adjusted gross income,unempcomp,95744,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,11,3,"$1 under $5,000",unempcomp,176649,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,12,4,"$5,000 under $10,000",unempcomp,758938,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,13,5,"$10,000 under $15,000",unempcomp,1685162,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,14,6,"$15,000 under $20,000",unempcomp,2228391,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,15,7,"$20,000 under $25,000",unempcomp,2221652,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,16,8,"$25,000 under $30,000",unempcomp,2065402,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,17,9,"$30,000 under $40,000",unempcomp,3372825,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,18,10,"$40,000 under $50,000",unempcomp,2512534,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,19,11,"$50,000 under $75,000",unempcomp,4591758,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,20,12,"$75,000 under $100,000",unempcomp,2965498,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,21,13,"$100,000 under $200,000",unempcomp,3794597,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,22,14,"$200,000 under $500,000",unempcomp,688738,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,23,15,"$500,000 under $1,000,000",unempcomp,48402,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,24,16,"$1,000,000 under $1,500,000",unempcomp,11553,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,25,17,"$1,500,000 under $2,000,000",unempcomp,3229,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,26,18,"$2,000,000 under $5,000,000",unempcomp,3682,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,27,19,"$5,000,000 under $10,000,000",unempcomp,413,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,BQ,28,20,"$10,000,000 or more",unempcomp,216,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,9,1,"All returns, total",wages,7112222959,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2015,15in14ar.xls,G,29,1,"Taxable returns, total",wages,6411736996,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,10,2,No adjusted gross income,wages,20111022,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,11,3,"$1 under $5,000",wages,26379758,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,12,4,"$5,000 under $10,000",wages,65527117,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,13,5,"$10,000 under $15,000",wages,108945675,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,14,6,"$15,000 under $20,000",wages,152713467,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,15,7,"$20,000 under $25,000",wages,182841964,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,16,8,"$25,000 under $30,000",wages,200342638,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,17,9,"$30,000 under $40,000",wages,428313928,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,18,10,"$40,000 under $50,000",wages,424369612,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,19,11,"$50,000 under $75,000",wages,952347137,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,20,12,"$75,000 under $100,000",wages,835434509,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,21,13,"$100,000 under $200,000",wages,1876094165,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2015,15in14ar.xls,G,22,14,"$200,000 under $500,000",wages,1055689937,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
